PassengerId,Survived,Pclass,Name,Gender,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
354,1,1,John Doe,female,35,2,4,A/5 21171,30.873204927595136,C85,C
355,1,2,John Doe,female,21,2,0,A/5 21171,13.678116156189702,C85,S
356,1,1,John Doe,female,39,2,2,A/5 21171,77.88227783691381,C85,C
357,1,1,John Doe,male,38,1,4,A/5 21171,26.255798354925204,C85,Q
358,0,3,John Doe,male,36,0,4,A/5 21171,67.6646172071433,C85,Q
359,0,2,John Doe,female,25,2,3,A/5 21171,70.42851990123053,C85,S
360,0,2,John Doe,male,58,0,3,A/5 21171,15.007892430866255,C85,C
361,0,3,John Doe,male,70,4,2,A/5 21171,55.58153675307639,C85,C
362,1,1,John Doe,male,37,0,3,A/5 21171,78.13514465628573,C85,C
363,0,2,John Doe,male,13,4,3,A/5 21171,97.26930629215921,C85,C
364,0,1,John Doe,female,65,1,2,A/5 21171,80.03564235605765,C85,S
365,0,2,John Doe,female,28,0,4,A/5 21171,79.75773043690768,C85,Q
366,1,1,John Doe,female,8,0,1,A/5 21171,98.03752325381367,C85,Q
367,0,1,John Doe,female,57,1,2,A/5 21171,49.64442353154033,C85,C
368,1,2,John Doe,male,49,2,4,A/5 21171,92.21670921649098,C85,C
369,1,3,John Doe,female,28,3,3,A/5 21171,99.87456661240668,C85,Q
370,0,1,John Doe,male,37,4,1,A/5 21171,59.79658002227072,C85,C
371,0,3,John Doe,male,60,3,1,A/5 21171,29.489753667827994,C85,C
372,0,3,John Doe,male,21,3,4,A/5 21171,70.06889327826683,C85,S
373,0,3,John Doe,male,10,1,2,A/5 21171,95.65989549595729,C85,Q
374,1,3,John Doe,male,74,3,0,A/5 21171,32.41504600186776,C85,S
375,1,2,John Doe,male,11,4,0,A/5 21171,17.414100437929932,C85,C
376,1,2,John Doe,male,56,4,0,A/5 21171,49.805249896765,C85,Q
377,1,1,John Doe,male,10,1,0,A/5 21171,38.861525310403536,C85,S
378,0,1,John Doe,female,30,1,0,A/5 21171,73.38830581085041,C85,S
379,1,3,John Doe,female,35,1,1,A/5 21171,61.983353346643845,C85,Q
380,1,2,John Doe,male,66,1,4,A/5 21171,17.14681513311334,C85,Q
381,0,2,John Doe,male,58,1,2,A/5 21171,66.9254981077298,C85,S
382,1,3,John Doe,male,30,0,3,A/5 21171,68.22053890843847,C85,C
383,0,3,John Doe,male,39,1,1,A/5 21171,92.38034430322088,C85,Q
384,1,1,John Doe,male,58,3,0,A/5 21171,29.558923004245425,C85,S
385,1,3,John Doe,female,59,4,2,A/5 21171,62.38328705020905,C85,Q
386,1,3,John Doe,male,27,0,0,A/5 21171,20.566980359811645,C85,C
387,0,3,John Doe,female,79,4,1,A/5 21171,80.25236354027693,C85,Q
388,0,1,John Doe,male,36,2,2,A/5 21171,58.50760730509922,C85,C
389,1,2,John Doe,female,71,1,1,A/5 21171,64.13397758895793,C85,C
390,1,3,John Doe,male,65,2,3,A/5 21171,70.79582818821702,C85,Q
391,0,2,John Doe,male,7,4,1,A/5 21171,61.28289163443687,C85,S
392,1,1,John Doe,male,59,3,2,A/5 21171,65.31140197806003,C85,C
393,0,3,John Doe,female,6,3,2,A/5 21171,91.04169258836616,C85,S
394,0,3,John Doe,female,32,3,4,A/5 21171,18.68665539155207,C85,S
395,0,3,John Doe,female,53,0,1,A/5 21171,50.30311367423092,C85,Q
396,0,2,John Doe,female,43,3,0,A/5 21171,54.86098295219323,C85,Q
397,1,2,John Doe,female,47,1,4,A/5 21171,93.5841359856819,C85,S
398,1,3,John Doe,male,40,1,1,A/5 21171,41.6819587977579,C85,S
399,0,2,John Doe,male,63,2,1,A/5 21171,66.39575406459844,C85,C
400,1,2,John Doe,male,73,3,0,A/5 21171,21.775971513557742,C85,Q
401,1,2,John Doe,male,20,3,3,A/5 21171,28.15669579700356,C85,S
402,1,2,John Doe,male,66,4,0,A/5 21171,94.36129092557007,C85,C
403,1,3,John Doe,male,58,4,1,A/5 21171,46.22405201384595,C85,S
404,1,2,John Doe,male,48,4,4,A/5 21171,90.4460138497883,C85,S
405,0,1,John Doe,female,75,2,0,A/5 21171,65.04355029612228,C85,C
406,0,2,John Doe,female,26,1,2,A/5 21171,64.96352170044335,C85,Q
407,1,1,John Doe,female,49,1,1,A/5 21171,86.24447717982855,C85,S
408,0,1,John Doe,male,35,0,0,A/5 21171,71.66168338020984,C85,Q
409,1,2,John Doe,male,8,0,2,A/5 21171,12.141914408242563,C85,Q
410,0,2,John Doe,female,14,2,4,A/5 21171,20.55556632498471,C85,Q
411,0,3,John Doe,female,64,2,2,A/5 21171,16.905575528721265,C85,C
412,1,2,John Doe,female,1,2,1,A/5 21171,91.0049685878382,C85,S
413,1,3,John Doe,male,79,2,0,A/5 21171,32.14617879167696,C85,Q
414,1,1,John Doe,male,5,3,3,A/5 21171,53.09232147419854,C85,S
415,0,3,John Doe,male,31,3,0,A/5 21171,17.559921451412094,C85,C
416,0,2,John Doe,female,23,4,0,A/5 21171,35.56557647142828,C85,C
417,0,3,John Doe,female,42,2,2,A/5 21171,26.460646720041808,C85,Q
418,0,3,John Doe,female,31,3,2,A/5 21171,83.3581748466947,C85,Q
419,0,3,John Doe,female,38,4,4,A/5 21171,43.6737729566437,C85,C
420,1,2,John Doe,male,9,0,4,A/5 21171,70.3704756430699,C85,C
421,0,1,John Doe,male,62,2,0,A/5 21171,91.76993493963782,C85,S
422,1,3,John Doe,male,9,3,3,A/5 21171,26.473162209564965,C85,Q
423,1,1,John Doe,male,21,3,1,A/5 21171,17.821710952514316,C85,Q
424,1,2,John Doe,female,40,3,3,A/5 21171,89.19489695000874,C85,Q
425,1,2,John Doe,female,54,4,3,A/5 21171,22.612484594217484,C85,S
426,1,2,John Doe,male,72,1,3,A/5 21171,91.06833674593588,C85,C
427,0,1,John Doe,male,15,0,3,A/5 21171,41.384992505491795,C85,Q
428,0,3,John Doe,female,18,2,2,A/5 21171,87.74907743866386,C85,C
429,0,3,John Doe,male,7,0,0,A/5 21171,87.74139373848256,C85,Q
430,0,2,John Doe,female,62,2,0,A/5 21171,14.784243744820513,C85,S
431,1,1,John Doe,female,22,0,1,A/5 21171,34.014531524848096,C85,C
432,1,1,John Doe,male,56,1,4,A/5 21171,11.579773782679494,C85,S
433,0,2,John Doe,female,30,4,4,A/5 21171,98.94972657526145,C85,S
434,1,3,John Doe,male,40,2,0,A/5 21171,79.61311208909366,C85,S
435,1,1,John Doe,male,23,3,0,A/5 21171,53.315391578206075,C85,Q
436,0,1,John Doe,male,44,3,3,A/5 21171,54.28374777750747,C85,S
437,1,1,John Doe,male,54,4,1,A/5 21171,77.01287221201753,C85,C
438,1,2,John Doe,female,26,4,3,A/5 21171,11.465515420108538,C85,S
439,1,3,John Doe,female,16,1,0,A/5 21171,92.10601201294946,C85,S
440,0,2,John Doe,female,78,0,4,A/5 21171,86.50947343645919,C85,C
441,0,2,John Doe,male,54,4,0,A/5 21171,53.26539180791427,C85,Q
442,0,2,John Doe,female,61,1,0,A/5 21171,15.346174475657882,C85,Q
443,0,2,John Doe,male,18,1,4,A/5 21171,42.7287253518676,C85,S
444,1,2,John Doe,male,59,1,2,A/5 21171,65.10334508291663,C85,C
445,1,2,John Doe,female,75,4,1,A/5 21171,54.62923518035895,C85,Q
446,0,2,John Doe,female,40,1,2,A/5 21171,68.9684455463098,C85,Q
447,1,2,John Doe,male,71,1,3,A/5 21171,68.5727100539597,C85,Q
448,0,3,John Doe,female,31,1,1,A/5 21171,73.8328361683501,C85,C
449,1,2,John Doe,male,22,0,0,A/5 21171,87.57442485582922,C85,S
450,0,3,John Doe,female,7,1,3,A/5 21171,52.24768588759499,C85,S
451,1,2,John Doe,male,36,2,4,A/5 21171,83.69834890483348,C85,Q
452,0,3,John Doe,female,51,1,0,A/5 21171,81.04030593856345,C85,C
453,0,2,John Doe,female,50,3,4,A/5 21171,44.42568659628679,C85,S
454,1,3,John Doe,male,71,2,1,A/5 21171,55.51581432783767,C85,C
455,1,2,John Doe,female,7,2,4,A/5 21171,34.39995495194215,C85,Q
456,0,1,John Doe,female,7,3,4,A/5 21171,84.91348117989192,C85,S
457,1,3,John Doe,female,78,3,2,A/5 21171,94.51848098721315,C85,C
458,1,1,John Doe,female,22,1,4,A/5 21171,95.9820996213115,C85,Q
459,1,1,John Doe,male,11,0,1,A/5 21171,41.035080608505595,C85,S
460,0,3,John Doe,female,1,3,3,A/5 21171,39.94820833896546,C85,C
461,0,3,John Doe,male,28,1,4,A/5 21171,72.15666682584958,C85,Q
462,0,1,John Doe,male,68,0,1,A/5 21171,77.8278015791454,C85,Q
463,0,2,John Doe,female,56,1,1,A/5 21171,84.92760719003826,C85,Q
464,1,3,John Doe,female,44,1,1,A/5 21171,30.784079713792185,C85,S
465,1,3,John Doe,female,34,4,1,A/5 21171,95.77523213325001,C85,Q
466,1,2,John Doe,female,71,1,3,A/5 21171,90.66351936550181,C85,S
467,0,2,John Doe,female,49,1,4,A/5 21171,58.69739073929804,C85,C
468,0,1,John Doe,male,74,4,2,A/5 21171,97.33676174004654,C85,C
469,0,3,John Doe,female,12,1,0,A/5 21171,80.61079179301933,C85,C
470,1,1,John Doe,male,51,3,4,A/5 21171,91.93997975065982,C85,C
471,0,2,John Doe,male,67,1,0,A/5 21171,74.65244370919372,C85,Q
472,1,3,John Doe,male,6,1,1,A/5 21171,92.16227688562256,C85,Q
473,0,1,John Doe,male,41,3,2,A/5 21171,98.48580548945108,C85,S
474,0,2,John Doe,male,5,2,0,A/5 21171,70.82838615520492,C85,S
475,0,1,John Doe,female,27,4,1,A/5 21171,44.06566920210958,C85,S
476,1,1,John Doe,male,20,3,3,A/5 21171,64.40580480815075,C85,C
477,0,3,John Doe,male,9,1,1,A/5 21171,42.0121306537642,C85,C
478,1,1,John Doe,male,17,0,3,A/5 21171,20.564696368000366,C85,S
479,0,1,John Doe,male,15,4,0,A/5 21171,11.979133213197898,C85,C
480,0,2,John Doe,female,27,4,1,A/5 21171,72.38916998171938,C85,C
481,1,3,John Doe,female,35,0,4,A/5 21171,47.41948139899857,C85,S
482,0,2,John Doe,male,11,1,2,A/5 21171,11.068002179632906,C85,S
483,0,3,John Doe,male,21,2,4,A/5 21171,63.91037033994816,C85,S
484,0,2,John Doe,female,19,2,4,A/5 21171,65.1410108219055,C85,C
485,0,1,John Doe,female,78,1,4,A/5 21171,44.43188037468678,C85,Q
486,1,2,John Doe,male,35,4,2,A/5 21171,65.74825433127188,C85,C
487,1,2,John Doe,male,4,1,3,A/5 21171,36.01580289718052,C85,S
488,0,1,John Doe,female,58,1,2,A/5 21171,58.442990548006755,C85,S
489,0,2,John Doe,male,9,1,4,A/5 21171,35.32374450316941,C85,Q
490,0,2,John Doe,female,78,0,0,A/5 21171,66.31468484021374,C85,S
491,1,3,John Doe,female,57,0,4,A/5 21171,98.60465627016026,C85,C
492,1,1,John Doe,male,8,0,0,A/5 21171,31.851609187546522,C85,C
493,0,2,John Doe,female,41,2,3,A/5 21171,98.99080449218754,C85,S
494,0,3,John Doe,male,41,3,2,A/5 21171,51.638436184092775,C85,Q
495,0,1,John Doe,female,72,1,0,A/5 21171,71.15754282496044,C85,Q
496,0,3,John Doe,female,78,4,0,A/5 21171,50.59068177368272,C85,S
497,0,2,John Doe,male,10,2,4,A/5 21171,49.28650887997618,C85,C
498,1,3,John Doe,male,63,0,0,A/5 21171,58.409212906485834,C85,C
499,0,2,John Doe,male,63,1,2,A/5 21171,39.54809148851406,C85,Q
500,1,2,John Doe,female,46,4,3,A/5 21171,78.43604994895952,C85,Q
501,0,1,John Doe,male,14,0,0,A/5 21171,67.86462366336082,C85,Q
502,0,1,John Doe,male,42,2,4,A/5 21171,17.236786555774145,C85,C
503,1,2,John Doe,male,14,2,1,A/5 21171,79.91237656884212,C85,S
504,0,1,John Doe,female,49,3,0,A/5 21171,41.72699168717291,C85,Q
505,1,2,John Doe,female,74,2,4,A/5 21171,16.88215586014428,C85,Q
506,0,3,John Doe,female,61,2,4,A/5 21171,20.769879094493675,C85,Q
507,1,1,John Doe,male,42,1,1,A/5 21171,53.57014547533903,C85,C
508,1,2,John Doe,male,45,3,3,A/5 21171,59.20404537651741,C85,C
509,1,1,John Doe,female,76,0,0,A/5 21171,66.85589151368343,C85,C
510,0,3,John Doe,male,51,2,2,A/5 21171,56.35051944039999,C85,C
511,0,3,John Doe,male,41,0,4,A/5 21171,38.81010660400952,C85,C
512,0,3,John Doe,female,25,1,3,A/5 21171,63.836666195069064,C85,Q
513,1,1,John Doe,male,29,1,4,A/5 21171,64.40105283422105,C85,Q
514,1,2,John Doe,female,66,1,1,A/5 21171,71.18558869352948,C85,Q
515,1,3,John Doe,male,66,2,1,A/5 21171,63.18840884853231,C85,C
516,1,1,John Doe,male,76,0,1,A/5 21171,91.5026317743606,C85,C
517,0,3,John Doe,female,58,1,0,A/5 21171,80.24864136793502,C85,C
518,1,3,John Doe,female,46,3,2,A/5 21171,18.584372183696445,C85,S
519,1,3,John Doe,female,50,4,2,A/5 21171,30.10303972140516,C85,Q
520,0,1,John Doe,female,76,1,4,A/5 21171,93.71645901453999,C85,Q
521,0,2,John Doe,male,52,2,3,A/5 21171,31.323476783786067,C85,Q
522,0,3,John Doe,male,42,3,0,A/5 21171,25.97538435025863,C85,Q
523,0,2,John Doe,female,20,0,1,A/5 21171,65.43760531716424,C85,S
524,0,1,John Doe,female,70,2,1,A/5 21171,44.338435287175386,C85,Q
525,1,3,John Doe,female,60,4,0,A/5 21171,98.60209778947994,C85,C
526,1,1,John Doe,female,48,3,1,A/5 21171,20.53085660596686,C85,C
527,0,3,John Doe,male,37,3,0,A/5 21171,26.416428588507454,C85,S
528,1,1,John Doe,male,41,4,0,A/5 21171,47.30033949770759,C85,Q
529,0,2,John Doe,male,11,1,1,A/5 21171,41.73266466986076,C85,Q
530,1,3,John Doe,male,17,3,0,A/5 21171,64.40864402119769,C85,Q
531,1,3,John Doe,male,78,3,0,A/5 21171,52.44285004578839,C85,S
532,0,2,John Doe,female,48,4,3,A/5 21171,40.074830433486895,C85,Q
533,0,2,John Doe,female,52,2,3,A/5 21171,25.560718231310666,C85,C
534,0,2,John Doe,female,32,4,1,A/5 21171,66.05749719025013,C85,S
535,1,1,John Doe,female,74,4,4,A/5 21171,41.93118298756438,C85,S
536,0,3,John Doe,male,60,1,4,A/5 21171,64.8949015808771,C85,C
537,1,1,John Doe,female,15,1,0,A/5 21171,31.543009838025938,C85,C
538,0,2,John Doe,female,56,0,3,A/5 21171,21.61362744799607,C85,C
539,0,1,John Doe,male,44,2,4,A/5 21171,56.331753308929194,C85,C
540,1,3,John Doe,female,21,3,3,A/5 21171,23.587937430330694,C85,Q
541,0,1,John Doe,female,10,2,1,A/5 21171,74.826441315219,C85,S
542,1,2,John Doe,female,1,4,1,A/5 21171,24.885868595415705,C85,Q
543,1,2,John Doe,female,61,2,2,A/5 21171,30.98293536875357,C85,C
544,1,3,John Doe,male,20,1,4,A/5 21171,73.69202722334788,C85,C
545,1,2,John Doe,male,27,3,0,A/5 21171,39.97384122725827,C85,C
546,1,2,John Doe,female,46,3,4,A/5 21171,69.64171740293989,C85,Q
547,0,2,John Doe,male,59,3,0,A/5 21171,95.20637390516028,C85,Q
548,1,2,John Doe,male,3,3,4,A/5 21171,58.57603776510938,C85,C
549,1,1,John Doe,female,60,1,1,A/5 21171,11.722950707228591,C85,C
550,1,3,John Doe,female,12,2,2,A/5 21171,80.3512942635996,C85,S
551,1,3,John Doe,male,54,3,3,A/5 21171,26.996292609211963,C85,S
552,0,2,John Doe,male,33,2,4,A/5 21171,80.05778077569444,C85,S
553,0,3,John Doe,male,31,0,2,A/5 21171,70.99527676617619,C85,S
554,0,2,John Doe,female,58,4,0,A/5 21171,48.88484603973524,C85,Q
555,0,1,John Doe,male,11,4,2,A/5 21171,89.31089054272316,C85,S
556,0,2,John Doe,female,1,2,3,A/5 21171,90.19124914602435,C85,C
557,0,2,John Doe,female,54,2,3,A/5 21171,68.49854080611345,C85,S
558,1,2,John Doe,male,71,2,4,A/5 21171,83.19713493188014,C85,Q
559,1,2,John Doe,male,70,3,0,A/5 21171,21.236376646864514,C85,C
560,0,1,John Doe,female,8,2,4,A/5 21171,22.68433926990592,C85,S
561,0,2,John Doe,female,73,1,2,A/5 21171,68.99328279860329,C85,S
562,1,1,John Doe,female,76,2,4,A/5 21171,45.304201446085244,C85,Q
563,0,2,John Doe,male,37,0,2,A/5 21171,51.28140114579782,C85,S
564,0,2,John Doe,male,31,4,4,A/5 21171,50.8339667357778,C85,Q
565,1,1,John Doe,male,37,1,2,A/5 21171,47.535039427649224,C85,Q
566,1,1,John Doe,female,2,1,4,A/5 21171,73.23119028405583,C85,Q
567,1,3,John Doe,male,74,1,0,A/5 21171,30.052522706285085,C85,Q
568,0,1,John Doe,male,64,1,3,A/5 21171,81.19794762424556,C85,S
569,0,1,John Doe,female,78,2,2,A/5 21171,77.2288087537709,C85,C
570,0,2,John Doe,male,4,0,2,A/5 21171,85.26980866870875,C85,S
571,0,1,John Doe,female,71,3,3,A/5 21171,19.71338859070232,C85,Q
572,0,1,John Doe,female,47,1,4,A/5 21171,91.57640497483409,C85,S
573,1,3,John Doe,female,35,2,2,A/5 21171,74.39719995682388,C85,C
574,0,1,John Doe,male,43,1,4,A/5 21171,70.17775733159239,C85,C
575,0,2,John Doe,female,47,3,3,A/5 21171,51.34119005227195,C85,C
576,1,3,John Doe,female,44,1,3,A/5 21171,51.29061643020919,C85,C
577,0,3,John Doe,female,49,3,3,A/5 21171,16.683216644325984,C85,Q
578,0,1,John Doe,female,7,2,1,A/5 21171,24.155037780049646,C85,Q
579,0,2,John Doe,male,54,0,3,A/5 21171,50.34803480217195,C85,S
580,0,3,John Doe,female,46,0,3,A/5 21171,19.12623239201909,C85,S
581,0,3,John Doe,female,9,1,0,A/5 21171,70.07231325414924,C85,Q
582,0,1,John Doe,female,39,1,4,A/5 21171,67.29098202578477,C85,Q
583,0,3,John Doe,female,26,3,0,A/5 21171,65.22091932891871,C85,Q
584,0,1,John Doe,male,11,0,4,A/5 21171,83.30746426355145,C85,C
585,0,3,John Doe,female,14,1,0,A/5 21171,26.40777512640767,C85,Q
586,1,3,John Doe,male,41,1,0,A/5 21171,46.45798541901883,C85,C
587,0,1,John Doe,male,43,3,3,A/5 21171,70.99737313844872,C85,S
588,1,1,John Doe,female,31,4,2,A/5 21171,31.59364179334714,C85,Q
589,0,2,John Doe,female,53,2,4,A/5 21171,86.59016915475505,C85,S
590,1,2,John Doe,female,75,1,0,A/5 21171,36.21019690972828,C85,C
591,0,2,John Doe,male,44,2,0,A/5 21171,68.43855194285567,C85,Q
592,0,3,John Doe,female,59,4,0,A/5 21171,12.301032993421302,C85,Q
593,1,1,John Doe,female,48,0,0,A/5 21171,26.706317542393503,C85,S
594,1,1,John Doe,male,20,1,4,A/5 21171,88.8764272026902,C85,S
595,1,2,John Doe,female,46,4,4,A/5 21171,39.007830959006085,C85,S
596,1,3,John Doe,female,61,1,3,A/5 21171,95.5207071037153,C85,C
597,1,3,John Doe,male,67,1,1,A/5 21171,72.36750758358176,C85,C
598,0,1,John Doe,female,48,0,2,A/5 21171,33.73946998134062,C85,C
599,0,1,John Doe,male,17,0,4,A/5 21171,43.55553198384253,C85,C
600,0,2,John Doe,female,76,1,4,A/5 21171,30.73324513693911,C85,C
601,0,3,John Doe,male,22,4,4,A/5 21171,58.27557806350949,C85,S
602,1,3,John Doe,male,76,0,2,A/5 21171,78.87165949495211,C85,Q
603,0,2,John Doe,male,36,2,4,A/5 21171,94.48073974780787,C85,C
604,0,3,John Doe,male,76,0,3,A/5 21171,56.26696056755856,C85,C
605,0,2,John Doe,male,79,4,4,A/5 21171,18.74163983505442,C85,S
606,0,1,John Doe,female,12,2,2,A/5 21171,23.500579321599915,C85,S
607,1,2,John Doe,male,46,4,1,A/5 21171,24.70612659868767,C85,S
608,1,3,John Doe,male,70,0,4,A/5 21171,17.43548647075989,C85,S
609,0,3,John Doe,female,28,0,4,A/5 21171,86.24834350118378,C85,C
610,1,1,John Doe,female,4,2,1,A/5 21171,36.39583704293916,C85,C
611,0,2,John Doe,female,78,0,4,A/5 21171,96.76864534607407,C85,S
612,1,3,John Doe,female,8,2,4,A/5 21171,61.47652324808945,C85,S
613,1,3,John Doe,female,68,4,4,A/5 21171,46.273584639641484,C85,C
614,1,1,John Doe,female,38,1,2,A/5 21171,44.628442804662804,C85,S
615,1,2,John Doe,female,68,4,1,A/5 21171,56.23838745390015,C85,C
616,0,3,John Doe,female,17,3,2,A/5 21171,35.60296137566753,C85,Q
617,0,1,John Doe,male,64,1,1,A/5 21171,54.65149385110686,C85,C
618,0,2,John Doe,female,79,0,2,A/5 21171,85.94641630256062,C85,S
619,1,1,John Doe,male,13,2,4,A/5 21171,82.35323074772698,C85,C
620,1,1,John Doe,female,72,0,4,A/5 21171,27.895983596798267,C85,S
621,1,3,John Doe,male,46,2,4,A/5 21171,37.03613457647366,C85,Q
622,1,3,John Doe,male,9,3,3,A/5 21171,24.483790254398805,C85,Q
623,0,1,John Doe,female,53,3,4,A/5 21171,55.04998201136539,C85,C
624,0,3,John Doe,female,57,0,4,A/5 21171,78.73356979964572,C85,Q
625,1,3,John Doe,male,41,0,0,A/5 21171,52.352329132022405,C85,C
626,0,2,John Doe,female,70,4,2,A/5 21171,70.3461373116716,C85,S
627,0,2,John Doe,female,10,0,1,A/5 21171,15.679571371798248,C85,S
628,1,2,John Doe,male,48,0,2,A/5 21171,32.77015527902701,C85,Q
629,1,1,John Doe,female,46,0,1,A/5 21171,80.62531879630777,C85,Q
630,0,2,John Doe,male,53,0,4,A/5 21171,73.23815723405227,C85,S
631,1,1,John Doe,male,40,4,0,A/5 21171,54.81905659728162,C85,C
632,0,1,John Doe,female,14,4,4,A/5 21171,54.08779109486115,C85,S
633,1,3,John Doe,female,51,0,3,A/5 21171,94.09446559441574,C85,S
634,0,1,John Doe,male,54,0,3,A/5 21171,20.111658779183358,C85,Q
635,0,1,John Doe,female,37,4,0,A/5 21171,24.760888438366337,C85,Q
636,0,2,John Doe,female,37,1,2,A/5 21171,73.9961133409895,C85,C
637,0,3,John Doe,male,30,0,4,A/5 21171,24.025599511051375,C85,S
638,0,2,John Doe,female,59,1,0,A/5 21171,98.55995902166688,C85,C
639,1,1,John Doe,female,24,2,3,A/5 21171,47.68239540314337,C85,S
640,0,2,John Doe,male,48,2,4,A/5 21171,10.853613677665736,C85,C
641,0,1,John Doe,male,77,0,3,A/5 21171,81.53572842400504,C85,S
642,0,3,John Doe,male,47,3,0,A/5 21171,18.255984523891975,C85,S
643,0,1,John Doe,female,8,3,0,A/5 21171,46.51667712714329,C85,S
644,1,2,John Doe,male,30,3,0,A/5 21171,28.031356933025865,C85,Q
645,1,1,John Doe,female,32,1,3,A/5 21171,79.54673656514856,C85,S
646,0,3,John Doe,female,28,4,2,A/5 21171,53.26441465380443,C85,S
647,1,3,John Doe,female,45,2,2,A/5 21171,32.941414493395776,C85,S
648,1,1,John Doe,female,67,3,0,A/5 21171,23.060478501673124,C85,C
649,0,1,John Doe,female,54,0,3,A/5 21171,44.48723232218874,C85,C
650,1,3,John Doe,female,58,4,1,A/5 21171,69.49237153932613,C85,Q
651,1,3,John Doe,male,11,4,4,A/5 21171,29.458379630174033,C85,Q
652,1,2,John Doe,female,26,3,0,A/5 21171,91.73726159690993,C85,C
653,1,2,John Doe,female,1,4,2,A/5 21171,69.16019444563473,C85,C
654,1,3,John Doe,female,63,2,1,A/5 21171,40.02566429888206,C85,S
655,0,3,John Doe,male,10,3,2,A/5 21171,52.82819192645245,C85,C
656,1,3,John Doe,female,44,4,3,A/5 21171,61.532735657411926,C85,C
657,0,3,John Doe,male,24,2,4,A/5 21171,46.685819536414144,C85,S
658,0,1,John Doe,female,54,2,2,A/5 21171,78.90756693345926,C85,Q
659,1,3,John Doe,female,29,2,1,A/5 21171,30.02299814374395,C85,Q
660,1,1,John Doe,female,72,0,0,A/5 21171,75.27159199393229,C85,C
661,0,2,John Doe,female,7,3,2,A/5 21171,12.764097116718428,C85,C
662,1,1,John Doe,female,24,2,3,A/5 21171,67.1178071453911,C85,Q
663,1,3,John Doe,male,77,3,2,A/5 21171,55.81440387764641,C85,Q
664,1,2,John Doe,male,24,4,3,A/5 21171,29.434261730321534,C85,Q
665,0,2,John Doe,female,7,1,4,A/5 21171,69.60886604071963,C85,Q
666,0,2,John Doe,male,47,2,0,A/5 21171,80.90249910433194,C85,Q
667,1,2,John Doe,male,41,2,1,A/5 21171,98.7777286857709,C85,C
668,1,3,John Doe,male,41,1,3,A/5 21171,63.12838046283534,C85,Q
669,1,1,John Doe,male,53,0,0,A/5 21171,37.05953395514818,C85,S
670,0,1,John Doe,male,3,3,0,A/5 21171,64.78651764272831,C85,Q
671,1,3,John Doe,male,42,2,0,A/5 21171,66.70589654306761,C85,Q
672,0,3,John Doe,male,24,0,3,A/5 21171,56.28140375693508,C85,C
673,0,3,John Doe,female,7,2,2,A/5 21171,42.988478771127674,C85,C
674,0,2,John Doe,female,2,4,4,A/5 21171,14.263780048663811,C85,Q
675,0,2,John Doe,female,16,4,1,A/5 21171,60.87398666584979,C85,C
676,0,3,John Doe,female,7,0,1,A/5 21171,39.65907960095463,C85,C
677,1,1,John Doe,male,41,4,4,A/5 21171,90.7517100473841,C85,S
678,0,1,John Doe,female,24,4,4,A/5 21171,55.78025127235642,C85,S
679,0,3,John Doe,male,67,3,0,A/5 21171,26.260709697498438,C85,C
680,1,2,John Doe,female,7,4,4,A/5 21171,78.97119317959972,C85,Q
681,1,1,John Doe,female,70,4,1,A/5 21171,92.56287522079568,C85,Q
682,1,1,John Doe,female,75,0,1,A/5 21171,23.45286868077148,C85,C
683,1,3,John Doe,female,72,2,4,A/5 21171,33.620342312751106,C85,S
684,1,2,John Doe,male,61,4,4,A/5 21171,32.141695587053384,C85,C
685,1,1,John Doe,female,6,3,0,A/5 21171,30.77296063084444,C85,C
686,1,3,John Doe,male,18,4,4,A/5 21171,11.97239142210256,C85,Q
687,1,3,John Doe,female,30,0,4,A/5 21171,14.530246850597024,C85,Q
688,0,3,John Doe,male,65,0,3,A/5 21171,93.36361816245264,C85,S
689,1,3,John Doe,male,58,3,0,A/5 21171,78.46143591123798,C85,S
690,1,3,John Doe,male,57,3,4,A/5 21171,77.1119253889234,C85,C
691,0,2,John Doe,male,31,3,1,A/5 21171,63.46756019251779,C85,Q
692,1,2,John Doe,male,28,2,3,A/5 21171,99.24100547125292,C85,C
693,1,3,John Doe,male,70,0,2,A/5 21171,50.50991936090874,C85,C
694,1,1,John Doe,female,21,0,1,A/5 21171,82.2747949184607,C85,S
695,1,2,John Doe,male,43,3,3,A/5 21171,72.52221844762109,C85,Q
696,1,2,John Doe,female,57,2,3,A/5 21171,52.52644532754549,C85,C
697,1,1,John Doe,female,70,4,3,A/5 21171,65.85153412258768,C85,C
698,0,1,John Doe,female,72,1,3,A/5 21171,24.6860763013949,C85,C
699,0,3,John Doe,female,64,4,1,A/5 21171,69.81135721062057,C85,Q
700,1,2,John Doe,female,38,2,4,A/5 21171,80.44355833615323,C85,C
701,0,3,John Doe,female,73,2,1,A/5 21171,29.384063469233148,C85,Q
702,0,1,John Doe,male,62,3,1,A/5 21171,99.51843987003113,C85,S
703,1,3,John Doe,male,15,0,1,A/5 21171,42.58742406756072,C85,C
704,0,3,John Doe,female,20,0,3,A/5 21171,79.69764402077378,C85,S
705,0,3,John Doe,male,71,3,1,A/5 21171,89.76232430048852,C85,Q
706,0,3,John Doe,female,55,3,1,A/5 21171,78.81454765595026,C85,Q
707,0,3,John Doe,female,23,2,3,A/5 21171,33.497980641279625,C85,C
